packet_count,total_bytes,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,bytes_per_second,packets_per_second,connection_duration,unique_ports,protocol_ratio_tcp,entropy_bytes,entropy_packets,vnc_commands,vnc_responses,framebuffer_updates,key_events,pointer_events,mouse_clicks,keystroke_count,screenshot_count,file_transfer_size,compression_ratio,encryption_level,anomaly_score,protocol_ratio_udp,session_length
560,394787.7174323816,200,370,64,31323,23546.461150943793,56.721188898229016,110.0289483347147,8,0.8843434886931508,7.229060162702908,4.878437873796242,187,89,115,272,190,27,651,32,76114588,0.6414222652780323,0,0.40218624942571307,0.1157,110.0289483347147
141,24252.217439279426,380,48,64,1500,199.0468467453054,2.475562576816875,194.19535840573664,3,0.9224468012610706,6.646326989785559,4.38365795950606,42,29,15,3,6,0,11,1,0,1.1239566622742136,1,0.0588479898152984,0.0776,194.19535840573664
170,57453.7041647258,149,52,64,1500,865.4414389418239,1.7473458743702213,167.5095457753532,2,0.8478276573194731,5.784630971087372,4.4380183962580935,25,53,18,4,12,14,7,2,0,1.6079273755208743,1,0.061314480471507594,0.1522,167.5095457753532
95,63659.5326274364,202,60,64,1500,1051.7953378932689,1.3019850640533839,136.39173530742133,2,0.8761430751981145,6.5117147072804675,3.8199485619303735,46,41,12,8,15,3,9,3,0,1.5925271868608686,1,0.06644833353986543,0.1239,136.39173530742133
164,53510.82141426283,322,39,64,1500,1150.9356960200869,4.048865681413218,196.29118620613423,2,0.8201509879204282,6.753142861586802,3.9210831433132745,25,25,15,5,3,7,14,6,0,1.1527227314701658,1,0.07722261755001364,0.1798,196.29118620613423
108,37779.74334286382,293,50,64,1500,1269.7207465483143,1.2105588604481419,128.81098904299898,3,0.8671202968864824,6.757966595574367,3.9920736288039413,39,51,18,7,10,5,5,0,0,0.99233533075528,1,0.03329420597748821,0.1329,128.81098904299898
447,491264.9796021505,1552,364,64,65000,43477.804433948026,20.0,157.66786789755807,4,0.6855320320600176,5.934137164754588,4.442596756871252,116,30,207,120,34,30,324,105,0,1.2776863904152997,0,0.6718084938625463,0.3145,157.66786789755807
174,93266.05710501237,315,50,64,1500,451.97931040388073,3.9016924629703604,214.10803772042095,2,0.99,6.741670366256013,4.341444295391607,35,58,18,8,21,9,1,6,0,1.0614959204030245,1,0.0468654912364171,0.01,214.10803772042095
202,75081.67227288349,316,50,64,1500,268.26878148889693,1.6015708069857935,212.69483726903331,4,0.8470753752868964,7.553539356511839,3.6216769156297843,34,52,18,14,22,2,1,2,0,1.1057962326342967,1,0.02166796538226025,0.1529,212.69483726903331
244,69520.96183726388,272,65,64,1500,1099.1473810135617,3.07971101143912,308.43780007124934,2,0.8598261808877803,6.334080832731452,3.9000788919553284,38,47,9,6,6,8,0,5,0,1.4027494621467809,1,0.02288143308969067,0.1402,308.43780007124934
257,52200.434515268746,187,75,64,1500,1713.7981276654564,3.6547617218635446,45.95881670049951,2,0.8669632962124307,5.770479352871329,4.249227116389008,29,23,21,11,8,5,5,1,0,1.3790654825971984,1,0.07624487870793945,0.133,45.95881670049951
228,54071.21261875217,235,57,64,1500,100.0,1.8524265189044622,225.7932184322572,2,0.8558069855136695,6.096199487338901,4.649240622114963,42,34,19,4,5,2,0,3,0,1.6238452726272878,1,0.05661106968559013,0.1442,225.7932184322572
201,51091.7024690002,353,70,64,1500,1086.0870913307203,3.221669558074013,173.08756178151523,2,0.8284014905967941,6.287693598296765,4.671224269638984,28,48,15,5,0,0,3,5,0,1.9179249012285513,1,0.06673845791293619,0.1716,173.08756178151523
210,61830.52700722333,302,73,64,1500,588.61257603074,3.614634630837563,102.69256921501919,2,0.8763525712610392,6.4586106150661005,3.923824750505016,56,45,10,6,29,3,8,2,0,0.5,1,0.07621141072928579,0.1236,102.69256921501919
155,61219.080313979815,404,60,64,1500,709.2421460211355,2.56224710455903,31.220091605947715,2,0.8595826105802405,6.378364333152987,3.693684810129822,23,36,12,9,26,9,5,0,0,1.3482245757421194,1,0.01,0.1404,31.220091605947715
241,52101.44211967539,266,53,64,1500,441.64687493761494,3.1079599426602607,184.13168849851075,2,0.8829774436274049,7.020255802620857,3.999088796117278,22,35,12,9,15,7,9,2,0,1.4947767926831212,1,0.029812709309879896,0.117,184.13168849851075
139,45770.986190503994,338,48,64,1500,1086.7407449327713,2.355762269309148,205.91281012022728,4,0.9195811639969312,5.9933426925146005,3.9939832460047335,35,44,17,13,12,1,6,3,0,0.838171117624255,1,0.06228292061665444,0.0804,205.91281012022728
149,76678.3464408816,202,32,64,1500,1309.859927965085,3.3963990376240654,167.67821501974439,5,0.8925672393990159,6.38579246452264,3.524402540005406,38,40,13,3,15,5,3,1,0,1.2031893717682487,1,0.04919914720041784,0.1074,167.67821501974439
600,551964.4229549,1504,122,64,43714,48927.57410766549,20.0,122.0058466334437,5,0.99,7.618974152150723,4.052593507938002,219,50,10,259,120,30,128,48,0,0.9836232003295838,0,0.4538860358910811,0.01,122.0058466334437
197,63145.74758670643,479,65,64,1500,878.5111821654338,3.541138732816561,133.30655891788106,2,0.8139061646678935,6.3892573233811545,4.401629216406847,27,29,8,2,25,3,4,5,0,1.1225874205062212,1,0.05684595989480633,0.1861,133.30655891788106
221,56343.617940928256,168,49,64,1500,228.31026344029078,2.22423709443865,301.5372104454159,2,0.8361896429616964,6.197135793428045,4.480993466130241,22,55,17,0,3,8,6,4,0,1.5049701395724224,1,0.058823726397238964,0.1638,301.5372104454159
132,76768.21154093793,349,35,64,1500,847.0747576462579,2.31468649679294,113.89884938808346,3,0.9101553392711752,6.895708458850478,4.7639595449813905,38,32,25,0,18,0,6,0,0,1.4333964663420786,1,0.040979390536494326,0.0898,113.89884938808346
241,76414.25155350254,301,53,64,1500,1867.6022855798994,3.6618262486174196,194.0455114901947,2,0.8416323581442278,6.5251032166466985,3.762645583027218,34,33,5,6,31,3,2,1,0,1.268711919786564,1,0.07683040532652766,0.1584,194.0455114901947
163,26848.026426781966,402,48,64,1500,332.4481848351493,2.755524791420573,219.970417866581,3,0.9037934762998215,6.607006755137049,3.5620943580568554,19,31,14,4,16,1,7,1,0,1.2786930937399743,1,0.07801378810060133,0.0962,219.970417866581
184,43487.63464525497,207,40,64,1500,2086.0593146858764,1.6308306406513815,231.4962108074348,2,0.8483604617647602,6.251619303264506,3.895143653512659,22,23,6,0,12,0,2,1,0,1.3078269570663872,1,0.0569913107540765,0.1516,231.4962108074348
165,67984.22536806691,271,27,64,1500,930.3403759400237,3.2862513344197373,287.7161207400851,2,0.9161669323645205,7.361384650416532,4.08792307843117,49,37,19,0,6,5,0,4,0,1.1318129443779328,1,0.038469349272161696,0.0838,287.7161207400851
413,146876.745267715,1087,251,64,34386,87013.72741474543,269.44078784885,43.05661902395104,4,0.864870662482266,6.856007532932889,4.961505329943302,60,126,202,174,210,39,154,53,78066213,0.6075394940697871,0,0.6515160346168584,0.1351,43.05661902395104
158,47145.853559343836,155,67,64,1500,747.8329633269223,2.5353325548031025,214.63509444046048,2,0.887233709583809,7.178459369381873,4.003289391719177,44,31,8,3,12,0,10,6,0,0.7203273659047895,1,0.06518913301992606,0.1128,214.63509444046048
228,29586.198759074563,218,60,64,1500,1369.1724350358131,1.74081752411216,263.12293398898765,2,0.9199322254676597,5.638271460519868,4.643061927843492,15,66,21,3,0,4,4,3,0,1.3266282806351923,1,0.04561117753024746,0.0801,263.12293398898765
218,90384.80955898577,374,34,64,1500,1543.3216737261766,3.729387300749482,185.54984828017615,3,0.9388190948220765,6.3574508057597345,4.2468633809457375,32,24,8,6,14,5,2,4,0,1.261953885309051,1,0.06514639358840026,0.0612,185.54984828017615
546,531784.6081031781,831,221,64,28217,74555.35267164899,20.0,67.48880897341634,2,0.99,6.332692886846125,5.049118576931272,244,88,232,391,10,0,0,5,21319899,0.6209241783584459,0,0.6563823340889178,0.01,67.48880897341634
178,99460.1251276931,393,45,64,1500,674.3608522625154,3.9531858257408765,221.00319391880825,4,0.9228856215501934,7.270920468052618,4.0054858420670625,38,26,18,5,38,4,6,4,0,1.2907386675253525,1,0.058602275923656744,0.0771,221.00319391880825
247,32555.974230470256,128,50,64,1500,1381.36539506857,3.297966786841072,127.98863012556843,4,0.8700393848580095,6.528033123863978,4.293979256749057,22,31,17,0,20,7,0,3,0,0.903071091041817,1,0.04229548133722769,0.13,127.98863012556843
262,26142.117435840795,320,73,64,1500,1121.5982999083865,4.9393480450904415,252.21236294391443,2,0.8952070524337815,6.5812046471247285,4.0810672301587365,29,42,10,4,3,1,3,0,0,1.5632739594353398,1,0.04653475064902192,0.1048,252.21236294391443
209,39928.765882485066,160,37,64,1500,908.6942046300273,2.260448938204341,101.72062594274631,2,0.8426093850720964,5.709142535028547,3.182216453157797,35,45,15,13,21,6,3,0,0,1.029553341334346,1,0.01,0.1574,101.72062594274631
370,655878.0214730656,573,300,64,41055,21962.265254363738,55.34535726479479,112.92903686945863,6,0.695558615575776,7.80778624466745,3.969924421498572,132,133,126,260,106,47,430,37,0,0.6950420782301459,0,0.5692304462936739,0.3044,112.92903686945863
212,983235.5693545024,884,95,64,65000,77718.12082676437,166.41944197016545,107.25688578050986,5,0.8454467820854763,7.058173961157295,5.040602532023743,134,175,155,400,131,38,20,103,126521487,0.3774136065058477,0,0.4714021790717111,0.1546,107.25688578050986
202,40088.07450528931,227,34,64,1500,1425.2165010918316,3.782955143726409,151.56803829450524,2,0.8965314005126689,6.746601224481141,4.36327649397652,35,34,18,0,25,2,0,5,0,1.4485587325451463,1,0.07617220892175222,0.1035,151.56803829450524
240,65756.79409900655,328,28,64,1500,1201.903466273752,2.9713258592435543,198.7833086633977,3,0.8431841103939967,6.2236066207538965,4.463246810810651,29,34,21,10,23,4,0,3,0,1.3850754251285775,1,0.030494519412238918,0.1568,198.7833086633977
139,57213.78691316888,339,46,64,1500,891.4886120224561,4.844751896690584,181.83985878511155,2,0.932416610631356,6.845298308281236,4.16407140098195,36,33,16,4,13,1,3,7,0,1.513855970275186,1,0.016077076240073734,0.0676,181.83985878511155
199,55738.68932653105,64,17,64,1500,890.7521894820474,2.4246533732593933,180.9995060841224,4,0.8940740319501138,6.923972056002369,4.040728017048456,30,27,17,3,14,2,5,4,0,1.4832110389390096,1,0.021525744967294893,0.1059,180.9995060841224
527,648316.1788381286,1975,227,64,1500,62086.17543564607,81.52511697068354,154.41732495236732,6,0.7515553317563561,7.1554263516074395,4.712285912711805,50,155,128,309,143,57,266,24,165100778,0.7192740552619553,0,0.3,0.2484,154.41732495236732
151,46907.23210420086,287,38,64,1500,857.9425194695289,3.214720182353326,97.69385566837244,2,0.8280973425310185,6.422665713764968,4.418745365522864,46,24,11,3,11,7,3,3,0,1.772527558361586,1,0.07268659771910368,0.1719,97.69385566837244
234,82844.11825549175,267,49,64,1500,1398.8252004078413,3.0161702219479865,242.37091988661143,2,0.8642684869882122,6.899138118793037,4.5181345618832465,45,25,13,10,25,2,0,3,0,1.8261385927335958,1,0.014116755238449942,0.1357,242.37091988661143
379,739495.1337921593,2350,153,64,4734,105220.6151744368,26.085824606151164,69.67513476228436,5,0.6829048719940762,7.380232510892013,4.5757653187639855,242,103,121,0,185,31,510,5,123642015,0.6697739665419453,0,0.5886104480042614,0.3171,69.67513476228436
284,26475.41040145816,278,71,64,1500,663.1867306233644,4.966980783591045,216.1200903565253,2,0.9593748262080687,5.832039205487668,4.087841868594862,43,39,16,5,15,3,0,4,0,1.2312644063498197,1,0.05304827141704991,0.0406,216.1200903565253
239,62439.92883059442,414,39,64,1500,1968.4668362495327,3.1947889701425805,221.0751581748048,3,0.8897031504876943,7.320299546296857,4.465298222263099,21,61,17,0,21,4,0,2,0,0.9923896575243556,1,0.07338257206894226,0.1103,221.0751581748048
109,44707.86463678066,130,48,64,1500,1440.7560312737205,4.242916701055091,186.52255471486006,4,0.8778145827173613,6.293090747839589,4.387981589142534,47,39,16,5,3,5,4,2,0,1.4411073030181702,1,0.03467477562326715,0.1222,186.52255471486006
250,75804.06878166368,184,72,64,1500,605.5388240588591,2.9781547657448995,200.93234926743543,3,0.9120338367192302,6.409063974036965,4.683060028355058,39,21,22,0,13,2,6,0,0,1.2929329044541182,1,0.042142419868447314,0.088,200.93234926743543
256,30462.084852514934,366,36,64,1500,919.0361389741121,3.7600403179393806,222.85878863535854,3,0.99,7.323649657504708,4.678802790658468,24,26,16,11,8,6,5,2,0,1.1856563974063972,1,0.0775233234897847,0.01,222.85878863535854
235,65250.92400366145,392,39,64,1500,2382.475149844588,4.06931379524221,255.08611786123265,3,0.8921962828913781,6.884147363392885,4.416990547567055,42,31,9,11,26,7,7,2,0,1.3474198143662024,1,0.04216093917584959,0.1078,255.08611786123265
260,32883.56853423982,332,48,64,1500,306.72016942246853,3.4697917737966737,222.24549340360795,5,0.9206315203418622,6.048870847398945,4.151896410063859,31,45,26,2,19,8,0,1,0,1.1658977631307548,1,0.058972754428316385,0.0794,222.24549340360795
222,96410.30765921561,223,70,64,1500,1228.6750273046966,4.308188500022753,104.65976783250832,3,0.8686065172357489,7.245149661815265,4.411435965671648,15,36,17,0,21,6,0,0,0,1.1609239709272472,1,0.02836258502052986,0.1314,104.65976783250832
478,895522.1903912802,1046,126,64,28780,96744.66943324447,106.32725022652446,36.58010644314474,2,0.7165967742892171,7.84157182592358,4.5343251311182655,114,144,252,297,66,26,203,49,182496235,0.896868735022978,0,0.95,0.2834,36.58010644314474
269,50000.0,673,257,64,60833,58988.242947063554,20.0,144.4614191770773,5,0.9261407707155778,7.024322643872272,4.78963385495035,204,65,153,316,105,69,406,106,98001581,0.8546873258147961,0,0.6928453399293018,0.0739,144.4614191770773
315,65129.87805666477,313,56,64,1500,751.9585463371516,4.067619974071987,186.13453052888428,3,0.9037339231752063,6.509454066495344,4.597324925926058,38,32,16,0,3,9,1,3,0,1.5976478208980094,1,0.06984563052940676,0.0963,186.13453052888428
244,62713.50839470328,257,34,64,1500,795.6889162763565,3.367118458977398,111.05102788211914,3,0.8891904743770349,5.992401192579908,4.318282676099312,53,15,17,2,6,1,5,0,0,1.1802854655655581,1,0.05883104347697792,0.1108,111.05102788211914
140,70235.93187333664,259,64,64,1500,751.5029028239625,2.7963230027465427,198.757791942452,2,0.8707058299353546,6.031374008734346,4.928382164309458,39,51,15,0,16,0,7,2,0,1.0375486646212009,1,0.05216988274472437,0.1293,198.757791942452
265,45738.65341481529,299,31,64,1500,2155.2235745986527,2.969657225854112,315.54181324590354,2,0.85086323040896,6.415313789807789,3.7391208501323536,41,38,19,2,18,4,13,1,0,1.0505628491505294,1,0.033724722944351915,0.1491,315.54181324590354
157,79109.01490389805,353,27,64,1500,1253.0481230755897,2.7790523856029283,123.65038741868193,2,0.891288090215219,7.323127998337494,4.581826682915386,23,64,17,9,10,7,0,4,0,1.2601681823077486,1,0.06463113471920792,0.1087,123.65038741868193
177,37721.57779825384,198,59,64,1500,1046.6341422554258,2.7847835190371613,217.90750813913667,3,0.8584703655872085,7.008077744756154,3.1154989613990525,33,48,6,7,13,3,3,5,0,0.5773541125543984,1,0.02946162277619257,0.1415,217.90750813913667
253,84033.39638247527,360,41,64,1500,962.1378151523955,1.3604218677505018,267.2979002196123,2,0.9521134240642878,6.485474716397103,3.820878627238642,27,51,13,7,26,7,0,4,0,1.0500979553886334,1,0.04640286527298222,0.0479,267.2979002196123
173,87627.38183871638,372,21,64,1500,1145.2935680944026,1.9869265469094566,299.0319524130858,5,0.9196224942725993,6.256455943805311,4.06552607278712,36,27,5,4,23,12,10,2,0,1.451015678722484,1,0.05411134300711725,0.0804,299.0319524130858
223,69529.01282484725,305,55,64,1500,1193.0347586972355,3.453791286515582,221.41051518343642,2,0.75,6.0380465298811785,3.6879990788287853,19,33,22,10,13,3,0,4,0,1.2301942329669595,1,0.0558762803268393,0.25,221.41051518343642
255,18559.192757191522,326,51,64,1500,376.45043976128545,2.3109748311866856,264.5571771510957,2,0.9130107717660594,6.2243995609212845,4.807707803125585,18,34,8,7,13,2,9,5,0,0.6980550605824287,1,0.036112060939611494,0.087,264.5571771510957
181,54905.28006955894,297,50,64,1500,779.1063203221606,2.536179522100334,137.05209208171823,3,0.8537848876447688,7.192717783277899,3.59519962125093,34,23,8,7,11,0,7,0,0,1.2792246388148028,1,0.052509859160771,0.1462,137.05209208171823
202,73249.84701344755,272,40,64,1500,446.7726318962548,4.428957600274012,223.66738845091533,3,0.8960734798956246,6.6333127592479775,4.075004759982041,29,29,7,0,9,7,1,0,0,1.2588981396997898,1,0.03693098960037522,0.1039,223.66738845091533
178,51308.55450705062,343,69,64,1500,976.9832570576494,1.667997956190336,237.7300429631774,3,0.8513284212857666,6.643062715675882,4.248931941975419,41,37,14,5,1,4,2,0,0,1.2621422487757312,1,0.06191826837026071,0.1487,237.7300429631774
152,63835.68876592853,444,50,64,1500,700.3801706265909,3.904197009908815,256.2844377779277,4,0.8046380280627604,6.458928471804617,4.823390236938062,43,27,15,5,14,7,1,5,0,1.236069369237657,1,0.09453408746162241,0.1954,256.2844377779277
254,59202.25478281138,279,41,64,1500,135.44901746627374,2.577316816150969,188.8954967856017,2,0.9156192482330221,6.857691007506096,3.8996525369475252,15,27,20,9,23,11,7,4,0,1.0349782333340238,1,0.040660821534893726,0.0844,188.8954967856017
171,59749.635087327224,426,45,64,1500,1208.5361690471898,2.950784743413802,237.6202135987819,3,0.8203417030834792,6.510241279811024,4.569479197696845,35,26,18,9,10,9,0,1,0,1.3532098428612156,1,0.01,0.1797,237.6202135987819
205,65854.05625268372,462,42,64,1500,344.3052858848423,4.310386602236813,145.66427844537213,5,0.8573604738522007,7.173906007399117,4.847047763653412,38,28,25,1,14,4,6,6,0,1.0721394598221459,1,0.049797661916809996,0.1426,145.66427844537213
261,64983.20703568719,438,39,64,1500,539.5617492780796,2.7501066074538976,188.43348475220643,2,0.9097025759065333,6.644209614529591,4.18574985338493,28,26,10,2,11,4,2,4,0,1.0640686051500403,1,0.0346471463167381,0.0903,188.43348475220643
221,63646.1175380232,203,57,64,1500,1089.232182642866,3.198887703102995,215.491530324795,3,0.8341593798093258,6.093510024136204,5.061939492275906,42,40,16,0,26,3,7,4,0,1.1201159887164096,1,0.07350665929600031,0.1658,215.491530324795
226,53943.99918607931,309,33,64,1500,631.0178501275487,1.648305504280298,230.59040583981482,2,0.906776386795494,5.2600919215377315,4.394896745381458,28,15,9,3,8,4,6,2,0,1.0058626139301534,1,0.08684976480273002,0.0932,230.59040583981482
168,85281.65734473645,400,55,64,1500,373.34361229239266,1.7280947208599322,128.1876520857186,2,0.8808601329868108,6.295848165380886,4.1516142671656935,20,43,17,9,16,0,0,4,0,1.3396139222945853,1,0.030326964917256324,0.1191,128.1876520857186
245,66043.0825977968,376,72,64,1500,629.9759650737909,3.6089450235207163,287.18531619793924,5,0.8751384756885032,5.977673484847453,4.75839162098897,28,37,21,0,14,5,15,5,0,1.401129362869542,1,0.026478163658284745,0.1249,287.18531619793924
124,44295.74527194556,311,25,64,1500,445.7837506756438,1.7943253337722582,261.9431066053522,5,0.9222053687981812,7.383096027489031,3.8666154049072023,32,60,17,6,22,8,4,3,0,1.17096612406988,1,0.06839445290102368,0.0778,261.9431066053522
257,47198.016039976384,76,77,64,1500,1869.239931340445,2.1377577767626565,198.52547966990454,3,0.9873672202465242,6.286799346138286,4.1717920545604645,33,26,28,4,17,6,8,3,0,1.010446365208794,1,0.06152773287909144,0.0126,198.52547966990454
129,62663.419713590825,420,61,64,1500,240.34864822175757,2.02813923127698,170.00513927373535,2,0.8824256571821429,6.052711253103544,3.7454637785096203,41,16,20,2,27,2,0,1,0,0.9070234458014654,1,0.07397571369788572,0.1176,170.00513927373535
239,31263.060029408294,238,74,64,1500,1421.5623476817386,3.8451045095681544,203.4154073151302,3,0.8737162689370125,6.558214021827039,4.057667480902375,28,41,20,5,1,2,0,0,0,1.4450502185120504,1,0.08228328891712053,0.1263,203.4154073151302
185,47546.28931196681,276,62,64,1500,1385.0943530663346,2.2729681219531734,154.60313381011787,3,0.896093143517892,5.693646063826341,4.58349757469271,26,41,12,1,14,5,6,3,0,0.925484852469642,1,0.04365283259926283,0.1039,154.60313381011787
544,252137.1650785322,703,50,64,14642,15036.269197372581,122.7127481325012,86.40879755326785,8,0.9195854458588295,7.819377577241288,4.439811884588326,350,167,100,365,72,20,197,5,147118818,0.6929620986273098,0,0.5415921064837299,0.0804,86.40879755326785
376,860455.8998989533,1258,500,64,35552,35856.232469032664,192.5546961971135,131.3467968394126,2,0.99,7.644442761001256,4.099122051896136,184,108,206,438,116,4,292,63,28997063,1.19218607761146,0,0.737079050712719,0.01,131.3467968394126
269,66052.97530870186,557,54,64,1500,656.8342497011206,2.742793873668796,110.79786509790398,2,0.8839543333497306,5.9630657116564985,4.155789994350751,41,15,6,6,13,2,8,0,0,1.428882380896464,1,0.01,0.116,110.79786509790398
183,45057.85710906345,264,40,64,1500,1573.7073325409929,3.2215702796755576,266.0419989776483,4,0.8872258207579403,6.586287027881376,4.364445938416455,42,29,17,0,27,3,5,0,0,2.0,1,0.04931430733768274,0.1128,266.0419989776483
200,82297.43189481672,252,77,64,1500,264.8055036510608,2.2177861182896272,160.8431125885949,2,0.9030862505018457,6.395778706613775,4.342957196184172,22,38,16,0,10,5,0,3,0,1.1341173838845586,1,0.04835189847055376,0.0969,160.8431125885949
532,435091.68462038855,200,406,64,1500,28841.105853987414,125.2779839265965,88.43160553001621,2,0.7359309552014573,7.309915184621013,5.061399632717912,232,41,46,556,69,27,239,48,0,0.9415703458158136,0,0.6488271855176345,0.2641,88.43160553001621
331,890606.7691876241,200,256,64,6457,95383.79415292396,190.3660537846442,185.99114085436446,3,0.8148790720910551,8.0,4.4774988886124705,83,148,102,266,224,57,406,47,205275421,1.2223014545950894,0,0.374372563973814,0.1851,185.99114085436446
285,45885.01984804446,336,61,64,1500,1466.4755584789634,3.425964785454757,291.3069890261245,3,0.9185722582912358,6.823652172698463,3.7302587715589053,35,30,15,7,20,3,14,2,0,1.117346353325704,1,0.0834424946490275,0.0814,291.3069890261245
244,76841.42500368961,439,73,64,1500,1337.061540854316,1.1541904994644037,240.22188521182028,2,0.7856494670178644,7.028118750209249,4.550723846560752,28,41,8,2,15,8,8,1,0,1.4271324575227593,1,0.028738711885689404,0.2144,240.22188521182028
241,34646.1797964719,340,55,64,1500,238.44783091576562,2.4221505517089863,192.00601710719477,2,0.8389936142031257,6.410669105168714,3.5915234137826446,38,22,6,6,4,0,0,6,0,1.6477204196405626,1,0.04498486382844047,0.161,192.00601710719477
236,54385.85872875635,287,56,64,1500,165.85529113913924,2.1042599836937144,310.31539603659286,2,0.8017187601292518,6.393152884164035,4.506939278499637,39,46,14,3,23,4,6,8,0,0.8744064064845913,1,0.05062110007871446,0.1983,310.31539603659286
266,765031.7922969754,2755,311,64,65000,69357.11414012365,20.0,180.2986313767296,6,0.8581409647985766,7.9645749830521835,5.630480287032402,125,111,139,0,48,45,465,79,166713965,1.0789613898971933,0,0.6040119518625068,0.1419,180.2986313767296
111,60263.64990890273,360,64,64,1500,365.2840684365052,4.992511430679982,157.0952266230632,4,0.8653211101450354,5.866011277541634,4.245822474894898,27,58,11,0,8,2,0,5,0,1.4764523437493398,1,0.033022745591756324,0.1347,157.0952266230632
197,53556.837929433124,318,55,64,1500,385.5456084975467,2.478905850545403,102.24719130223559,3,0.867421463079772,5.697377222416795,4.275315863223577,36,31,17,1,0,2,1,3,0,0.5077022475914026,1,0.02884478005540396,0.1326,102.24719130223559
229,83483.95501690682,206,41,64,1500,1633.941318411193,4.279933135692973,224.16711815564548,2,0.8664032569779604,7.180672526325834,4.635821720427007,50,68,11,11,22,1,4,1,0,1.3124780239588276,1,0.06332887820669988,0.1336,224.16711815564548
210,37089.44043849687,526,34,64,1500,1060.459722510971,5.373944224628422,279.41499935452094,2,0.834554338385811,5.91743204563769,4.544543173424854,46,37,5,9,6,6,2,4,0,0.5110545799851898,1,0.055021953606196425,0.1654,279.41499935452094
260,75367.73391727448,257,34,64,1500,993.7736588957453,3.624446734173948,65.28966437732555,4,0.9206143290260672,6.148146975443906,4.813827156276733,45,15,9,0,6,5,1,3,0,1.4791026302967718,1,0.060846632769104556,0.0794,65.28966437732555
202,71403.68122140608,390,52,64,1500,811.5004692455744,2.9044441511855146,164.30499995563227,2,0.880948912124794,6.897649266854508,3.505625340348885,48,59,15,2,29,12,1,5,0,1.388171688671134,1,0.05217247488782003,0.1191,164.30499995563227
242,54869.10146286247,383,29,64,1500,559.7091495445873,2.330018787985969,102.92396003647299,2,0.9186511591307027,6.46586221030022,4.130742013145559,41,36,9,2,4,2,13,3,0,1.086236129171607,1,0.06448313581675098,0.0813,102.92396003647299
163,62148.612572136684,515,49,64,1500,1587.5383352727,1.663148584599762,198.39524166402168,2,0.8747473004975826,7.135131238830187,4.144209616976528,22,28,24,7,33,3,15,4,0,1.294614510920603,1,0.07015189120041516,0.1253,198.39524166402168
311,342349.29178518965,694,112,64,44190,33246.27174262805,74.66591543857794,20.0,8,0.7326410459012601,7.837801468671467,4.491350757210853,123,99,15,404,132,45,0,74,41638811,0.4359928851666399,0,0.5758442516316334,0.2674,20.0
251,52357.2358042188,425,54,64,1500,948.1843639734968,2.9876598295678205,167.09142126500979,3,0.8684233350207118,5.969451982301455,3.8886274852414036,42,53,17,1,1,2,7,1,0,0.6848972885432456,1,0.056559685745880994,0.1316,167.09142126500979
257,52660.69989873807,179,64,64,1500,278.13252737702555,5.858920987440792,298.95802141453225,2,0.9268642970712094,6.521841705168682,4.262688916827456,37,41,8,2,0,2,6,0,0,1.3291898356450977,1,0.01,0.0731,298.95802141453225
263,86841.14809096494,379,69,64,1500,391.7713733563918,4.394287554390565,170.85903128585605,3,0.8504383346929206,7.247300841790054,4.136554108853933,47,33,12,4,11,6,9,5,0,0.831443865540914,1,0.04667609607134844,0.1496,170.85903128585605
190,97395.68322877925,477,59,64,1500,524.4494549769504,4.886105175960558,98.13017217449611,4,0.7963135512286477,7.718916757745172,4.172087034849542,41,29,23,11,9,5,10,1,0,1.317187613418522,1,0.04439699762391266,0.2037,98.13017217449611
286,77947.00732803962,361,29,64,1500,761.8688283461025,4.002624533739039,248.9549747832599,3,0.9190323045412488,6.551185555941359,3.9651805207266246,48,25,15,9,31,7,7,0,0,0.9299180432169991,1,0.061431503909088594,0.081,248.9549747832599
193,82118.7767005623,279,47,64,1500,1856.159487353444,3.1177474687750104,186.71084828669697,2,0.8870128514329585,6.639081985775203,4.170684314665417,25,66,16,6,16,3,15,3,0,1.5933982403676543,1,0.0775634187320329,0.113,186.71084828669697
299,71239.6190396792,368,54,64,1500,397.5387715596278,3.504677349382999,44.87214183582762,3,0.8422901815582894,6.990160427556642,3.7781985474537247,35,42,14,5,6,6,9,3,0,1.5844886916264789,1,0.034989102937436276,0.1577,44.87214183582762
377,145952.45284414775,200,122,64,8224,54861.26090265091,264.8501692573084,134.39867784290274,2,0.7439879485084091,6.637249210956203,4.507794127740982,176,123,101,93,48,26,166,19,149740918,1.1898492988723,0,0.7318163298609661,0.256,134.39867784290274
195,35566.903201778456,299,54,64,1500,1813.555973999707,2.7968317074271063,138.64764367389208,4,0.8807700861411792,6.501314819838938,4.296310509895691,39,44,15,6,21,3,9,1,0,1.4986495872355268,1,0.06646783649429416,0.1192,138.64764367389208
195,40370.737445314495,423,64,64,1500,1552.0123892918878,1.9630422290115912,128.78912000588485,3,0.9504963641197322,6.869352329963464,4.384399468918819,29,46,19,5,13,6,1,4,0,1.5753212166482033,1,0.08051553961183769,0.0495,128.78912000588485
243,43827.75249820526,80,55,64,1500,314.62196377045416,2.109430940089676,270.4480827644619,2,0.8479122138202719,6.327766882515318,4.941842495323969,48,40,12,7,20,4,0,5,0,1.3641203678594938,1,0.05163041351886706,0.1521,270.4480827644619
